Year,Leading Cause,Sex,Race Ethnicity,Deaths,Population Number,Death Rate,Age Adjusted Death Rate
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,3990.0,13429.8,297.1,238.4
2014,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,29.0,6304.3,4.6,5.1
2014,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,207.0,10507.6,19.7,15.9
2014,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,116.0,12608.7,9.2,10.1
2014,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,,,,
2014,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,,,,
2014,"Essential Hypertension and Renal Diseases (I10, I12)",F,White Non-Hispanic,180.0,14173.2,12.7,6.7
2014,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,155.0,8611.1,18.0,21.6
2014,"Essential Hypertension and Renal Diseases (I10, I12)",M,Not Stated/Unknown,9.0,,,
2014,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,175.0,13461.5,13.0,10.5
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,102.0,10515.5,9.7,8.5
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Not Stated/Unknown,7.0,,,
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,196.0,8634.4,22.7,21.7
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,92.0,11948.1,7.7,8.7
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Not Stated/Unknown,10.0,,,
2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Other Race/ Ethnicity,10.0,,,
2014,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,80.0,6250.0,12.8,14.1
2014,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,266.0,10513.8,25.3,20.6
2014,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,218.0,12674.4,17.2,18.8
2014,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,11.0,,,
2014,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,9.0,,,
2014,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,563.0,14181.4,39.7,20.4
2014,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,105.0,5737.7,18.3,25.0
2014,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,242.0,8642.9,28.0,33.9
2014,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,199.0,11916.2,16.7,26.6
2014,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,14.0,,,
2014,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,11.0,,,
2014,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,502.0,13422.5,37.4,29.7
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,28.0,6222.2,4.5,4.2
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Other Race/ Ethnicity,5.0,,,
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,50.0,5747.1,8.7,8.7
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,204.0,13421.1,15.2,13.4
2014,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,502.0,6259.4,80.2,80.6
2014,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1852.0,10492.9,176.5,148.4
2014,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1154.0,12667.4,91.1,97.4
2014,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,50.0,,,
2014,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,66.0,,,
2014,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3153.0,14170.8,222.5,150.2
2014,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,657.0,5738.0,114.5,129.5
2014,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1532.0,8631.0,177.5,199.6
2014,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1146.0,11937.5,96.0,143.5
2014,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,73.0,,,
2014,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,50.0,,,
2014,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3142.0,13427.4,234.0,195.1
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Not Stated/Unknown,6.0,,,
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,191.0,11937.5,16.0,16.6
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Other Race/ Ethnicity,12.0,,,
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,314.0,13418.8,23.4,21.4
2014,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,90.0,10465.1,8.6,7.1
2014,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Asian and Pacific Islander,28.0,5714.3,4.9,5.8
2014,Septicemia (A40-A41),F,White Non-Hispanic,118.0,14216.9,8.3,4.7
2014,Septicemia (A40-A41),M,Not Stated/Unknown,8.0,,,
